surface,draw_size,tourney_date,outcome,opponent_1serve,serv points,1serve points,opp_return_perc,o_ret_points,winner_seed,winner_name,winner_hand,loser_seed,loser_entry,loser_name,loser_hand,score,best_of,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
Hard,128,20180319,W,59.09090909,110,65,35.45454545,39,31,Fernando Verdasco,L,,Q,Thanasi Kokkinakis,R,3-6 6-4 7-6(4),3,174,13,8,112,65,52,21,16,3,6,9,0,110,65,49,20,15,6,8,39,1260,175,319
Hard,128,20180319,L,62.90322581,62,39,51.61290323,32,16,Pablo Carreno Busta,R,31,,Fernando Verdasco,L,6-0 6-3,3,84,2,2,62,39,24,13,8,6,7,2,4,58,28,15,11,7,7,12,19,2045,39,1260
Clay,32,20180409,L,51.94805195,77,40,38.96103896,30,,Denis Kudla,R,5,,Fernando Verdasco,L,6-4 7-6(4),3,103,4,4,77,40,31,18,11,4,6,2,5,73,47,29,14,11,5,8,122,456,36,1305
Clay,64,20180416,W,47.4137931,116,55,41.37931034,48,,Fernando Verdasco,L,,,Pablo Cuevas,R,5-7 7-6(4) 6-1,3,170,4,6,110,77,52,10,15,8,12,5,5,116,55,33,28,16,10,16,37,1280,41,1210
Clay,64,20180416,L,68.83116883,77,53,33.76623377,26,2,Marin Cilic,R,,,Fernando Verdasco,L,6-3 7-6(4),3,93,7,3,77,53,43,8,11,6,8,1,1,65,48,30,9,10,0,3,3,4985,37,1280
Clay,64,20180507,W,61.53846154,65,40,20,13,,Fernando Verdasco,L,,,Paolo Lorenzi,R,7-5 6-4,3,84,5,2,56,43,35,8,11,1,2,0,0,65,40,25,14,11,3,6,37,1280,72,770
Clay,64,20180507,L,61.70212766,47,29,51.06382979,24,,Leonardo Mayer,R,,,Fernando Verdasco,L,6-2 6-1,3,70,3,2,47,29,20,15,8,3,3,3,2,51,40,22,5,7,6,10,45,1086,37,1280
Clay,64,20180514,L,67.9245283,53,36,49.05660377,26,,Damir Dzumhur,R,,,Fernando Verdasco,L,6-3 6-1,3,64,1,2,53,36,24,9,8,5,7,1,1,41,28,11,4,8,0,6,31,1415,34,1315
Clay,128,20180528,W,67.72486772,189,128,38.0952381,72,30,Fernando Verdasco,L,,,Yoshihito Nishioka,L,6-7(4) 6-4 6-3 6-7(3) 7-5,5,262,11,10,183,120,83,28,28,10,17,0,0,189,128,80,23,27,11,22,35,1280,266,207
Clay,128,20180528,W,46.91358025,81,38,39.50617284,32,30,Fernando Verdasco,L,,,Guido Andreozzi,R,6-3 6-2 6-2,5,121,5,3,92,66,47,13,13,6,7,0,8,81,38,23,18,12,8,14,35,1280,108,506
Clay,128,20180528,W,69.6969697,99,69,41.41414141,41,30,Fernando Verdasco,L,4,,Grigor Dimitrov,R,7-6(4) 6-2 6-4,5,141,2,3,107,75,52,14,15,7,10,7,5,99,69,44,12,15,4,10,35,1280,5,4870
Clay,128,20180528,L,72.91666667,96,70,45.83333333,44,20,Novak Djokovic,R,30,,Fernando Verdasco,L,6-3 6-4 6-2,5,145,3,0,96,70,44,18,14,4,5,3,2,99,66,37,18,13,5,10,22,1665,35,1280
Grass,32,20180611,W,59.18367347,49,29,30.6122449,15,4,Fernando Verdasco,L,,,Daniil Medvedev,R,6-4 6-1,3,55,8,3,51,38,29,7,9,3,4,1,3,49,29,16,9,8,2,6,34,1280,52,974
Grass,32,20180611,L,85.29411765,68,58,35.29411765,24,,Bernard Tomic,R,4,,Fernando Verdasco,L,6-4 7-6(3),3,74,4,0,68,58,44,6,11,0,1,17,5,69,35,25,20,11,6,8,181,316,34,1280
Grass,32,20180618,L,65.90909091,44,29,52.27272727,23,1,Marin Cilic,R,,,Fernando Verdasco,L,6-3 6-4,3,66,7,1,44,29,28,12,10,0,0,4,2,59,32,24,12,9,3,5,6,4860,33,1305
Grass,32,20180625,L,64.0625,64,41,28.125,18,,Jiri Vesely,L,3,,Fernando Verdasco,L,6-3 7-5,3,77,3,4,64,41,33,15,11,2,2,10,5,57,33,28,11,10,3,5,103,550,33,1305
Grass,128,20180702,L,63.87096774,155,99,23.22580645,36,,Frances Tiafoe,R,30,,Fernando Verdasco,L,7-6(6) 7-6(5) 3-6 6-3,5,161,10,4,155,99,68,36,23,13,15,22,5,129,77,60,33,21,2,4,52,985,34,1280
Clay,32,20180716,W,63.54166667,96,61,20.83333333,20,5,Fernando Verdasco,L,,,Lorenzo Sonego,R,6-4 3-6 6-1,3,123,0,4,73,46,39,14,13,3,4,1,3,96,61,40,16,13,4,7,33,1280,118,481
Clay,32,20180716,W,70.58823529,51,36,39.21568627,20,5,Fernando Verdasco,L,,,Pedro Sousa,R,6-3 6-2,3,64,1,2,50,34,22,8,9,0,2,1,2,51,36,17,6,8,6,11,33,1280,136,418
Clay,32,20180716,W,50,56,28,37.5,21,5,Fernando Verdasco,L,2,,Pablo Carreno Busta,R,6-4 6-2,3,85,4,1,64,44,34,9,9,6,6,0,1,56,28,19,13,9,1,4,33,1280,13,2155
Clay,32,20180716,L,65.68627451,102,67,50.98039216,52,3,Fabio Fognini,R,5,,Fernando Verdasco,L,6-1 4-6 7-5,3,137,6,7,102,67,44,12,14,7,12,5,5,102,77,44,6,15,8,16,15,2030,33,1280
Clay,32,20180723,W,60.17699115,113,68,25.66371681,29,8,Fernando Verdasco,L,,,Dusan Lajovic,R,6-3 4-6 7-6(5),3,141,6,2,86,63,44,13,15,2,5,3,3,113,68,43,22,16,8,12,33,1280,63,850
Clay,32,20180723,L,61.72839506,81,50,44.44444444,36,,Thiago Monteiro,L,8,,Fernando Verdasco,L,3-6 6-2 7-5,3,132,6,1,81,50,35,21,14,5,7,5,3,88,65,45,7,15,4,8,146,395,33,1280
Clay,32,20180730,L,67.27272727,110,74,31.81818182,35,,Nicolas Jarry,R,3,,Fernando Verdasco,L,6-7(6) 7-5 6-3,3,132,6,1,110,74,55,21,16,4,4,6,10,102,61,49,18,17,4,7,53,969,33,1305
Hard,64,20180806,W,43.47826087,46,20,23.91304348,11,,Fernando Verdasco,L,,,Peter Gojowczyk,R,6-2 6-2,3,54,5,4,45,25,20,14,8,0,0,5,3,46,20,16,6,8,1,5,31,1305,48,1021
Hard,64,20180806,L,60,110,66,31.81818182,35,5,Grigor Dimitrov,R,,,Fernando Verdasco,L,4-6 6-2 7-6(5),3,154,14,5,110,66,51,23,15,4,5,10,3,100,63,41,24,15,4,6,5,4610,31,1305
Hard,64,20180813,L,68.18181818,44,30,50,22,,Jeremy Chardy,R,,,Fernando Verdasco,L,6-1 6-2,3,53,7,1,44,30,24,10,8,1,1,3,5,44,21,13,9,7,5,9,46,1015,30,1330
Hard,128,20180827,W,56.70103093,97,55,29.89690722,29,31,Fernando Verdasco,L,,,Feliciano Lopez,L,6-2 7-5 6-4,5,134,8,9,93,61,47,17,15,10,12,10,13,97,55,41,11,15,2,8,32,1330,63,850
Hard,128,20180827,W,55.35714286,112,62,50,56,31,Fernando Verdasco,L,,,Andy Murray,R,7-5 2-6 6-4 6-4,5,203,9,9,133,84,55,22,20,9,15,5,6,112,62,43,21,20,3,10,32,1330,382,110
Hard,128,20180827,L,68.31683168,101,69,44.55445545,45,3,Juan Martin del Potro,R,31,,Fernando Verdasco,L,7-5 7-6(6) 6-3,5,180,12,2,101,69,55,15,18,0,2,10,2,108,69,47,16,16,1,5,3,5500,32,1330
Hard,32,20180924,W,67.30769231,52,35,25,13,5,Fernando Verdasco,L,,Q,Jason Jung,R,6-3 6-2,3,71,6,0,51,35,26,12,9,0,0,2,2,52,35,20,8,8,5,8,28,1375,122,456
Hard,32,20180924,W,70.45454545,88,62,20.45454545,18,5,Fernando Verdasco,L,,,Taro Daniel,R,3-6 6-2 7-5,3,112,12,2,70,47,40,12,14,1,3,3,4,88,62,42,13,15,2,6,28,1375,74,743
Hard,32,20180924,W,58.82352941,68,40,23.52941176,16,5,Fernando Verdasco,L,,WC,Andy Murray,R,6-4 6-4,3,99,11,4,57,32,27,14,10,5,6,5,1,68,40,29,11,10,4,7,28,1375,311,155
Hard,32,20180924,L,80.72289157,83,67,48.19277108,40,,Yoshihito Nishioka,L,5,,Fernando Verdasco,L,1-6 6-3 7-6(5),3,139,1,2,83,67,45,9,14,2,6,14,6,101,58,44,17,14,8,11,171,333,28,1375
Hard,32,20181001,W,56.36363636,110,62,31.81818182,35,,Fernando Verdasco,L,,,Gael Monfils,R,2-6 7-6(3) 7-6(5),3,143,1,4,104,59,42,27,16,3,6,7,10,110,62,47,28,16,5,6,28,1420,39,1195
Hard,32,20181001,L,57.33333333,75,43,36,27,,Nikoloz Basilashvili,R,,,Fernando Verdasco,L,7-6(3) 6-4,3,92,6,4,75,43,30,18,11,6,8,5,5,73,47,35,11,11,4,7,34,1257,28,1420
Hard,32,20181015,W,42.85714286,49,21,30.6122449,15,8,Fernando Verdasco,L,,,Matthew Ebden,R,6-4 6-2,3,74,9,1,52,39,31,6,9,4,5,2,6,49,21,14,12,9,2,6,29,1455,40,1134
Hard,32,20181015,L,59.82142857,112,67,41.07142857,46,,Philipp Kohlschreiber,R,8,,Fernando Verdasco,L,4-6 7-5 7-6(5),3,165,10,0,112,67,53,26,17,8,10,11,6,126,69,51,29,17,10,12,35,1215,29,1455
Hard,32,20181022,W,58.58585859,99,58,21.21212121,21,,Fernando Verdasco,L,,Q,Pierre Hugues Herbert,R,6-7(6) 6-3 6-4,3,134,12,2,91,54,46,24,16,1,1,8,2,99,58,43,23,15,7,9,30,1410,50,948
Hard,32,20181022,W,64.36781609,87,56,34.48275862,30,,Fernando Verdasco,L,8,,Kyle Edmund,R,6-4 3-6 6-3,3,115,8,4,86,50,37,19,14,5,7,3,0,87,56,40,16,14,9,12,30,1410,14,2330
Hard,32,20181022,W,50,34,17,52.94117647,18,,Fernando Verdasco,L,,SE,Gael Monfils,R,6-4 2-1 RET,3,60,5,2,43,23,18,7,6,5,7,1,2,34,17,9,6,7,1,5,30,1410,33,1265
Hard,32,20181022,L,71.42857143,91,65,39.56043956,36,2,Kevin Anderson,R,,,Fernando Verdasco,L,6-3 3-6 6-4,3,146,19,1,91,65,50,10,14,2,4,7,8,95,56,43,16,14,7,10,8,3730,30,1410
Hard,64,20181029,W,51.61290323,62,32,30.64516129,19,,Fernando Verdasco,L,,,Jeremy Chardy,R,6-4 6-4,3,80,9,4,62,35,26,17,10,4,5,10,7,62,32,23,13,10,4,7,27,1545,40,1110
Hard,64,20181029,L,59.61538462,104,62,31.73076923,33,,Malek Jaziri,R,,,Fernando Verdasco,L,7-6(5) 1-6 6-3,3,144,5,4,104,62,44,21,14,10,13,6,6,95,60,46,16,14,5,7,55,923,27,1545
Hard,32,20181231,L,66.29213483,89,59,52.80898876,47,,Tomas Berdych,R,8,,Fernando Verdasco,L,4-6 6-3 7-5,3,133,3,2,89,59,44,15,16,2,5,9,3,113,75,50,16,15,10,14,71,715,28,1410
Hard,32,20181231,W,57.97101449,69,40,26.08695652,18,8,Fernando Verdasco,L,,LL,Paolo Lorenzi,R,6-3 6-4,3,89,9,0,54,36,30,6,10,0,2,2,1,69,40,21,14,9,7,11,28,1410,109,525
Hard,128,20190114,W,62.16216216,111,69,21.62162162,24,26,Fernando Verdasco,L,Q,,Miomir Kecmanovic,R,7-6(5) 6-3 6-3,5,131,21,6,87,58,46,17,15,1,2,2,2,111,69,40,24,15,12,16,28,1410,125,458
Hard,128,20190114,W,61.44578313,83,51,39.75903614,33,26,Fernando Verdasco,L,,,Radu Albot,R,6-1 7-6(2) 6-3,5,148,4,3,101,62,47,21,14,7,9,2,1,83,51,29,17,14,5,10,28,1410,98,585
Hard,128,20190114,L,58.16993464,153,89,39.21568627,60,6,Marin Cilic,R,26,,Fernando Verdasco,L,4-6 3-6 6-1 7-6(8) 6-3,5,258,8,5,153,89,73,33,24,6,9,27,5,165,113,77,28,23,15,19,7,4160,28,1410
Hard,32,20190204,L,60.20408163,98,59,36.73469388,36,,Matteo Berrettini,R,6,,Fernando Verdasco,L,4-6 7-5 6-4,3,142,8,3,98,59,45,22,16,7,9,7,3,101,65,47,18,16,5,8,53,904,26,1455
Hard,32,20190204,W,56.16438356,73,41,34.24657534,25,6,Fernando Verdasco,L,,,Marius Copil,R,6-2 4-6 6-1,3,104,8,4,82,51,38,19,13,4,5,10,3,73,41,29,15,12,4,8,26,1455,56,858
Hard,32,20190204,W,52.38095238,42,22,26.19047619,11,6,Fernando Verdasco,L,,Q,Alexandar Lazarov,R,6-2 6-1,3,51,7,2,44,33,28,5,8,1,1,2,2,42,22,12,8,7,1,5,26,1455,,
Hard,32,20190211,L,50,60,30,58.33333333,35,5,Daniil Medvedev,R,,,Fernando Verdasco,L,6-2 7-5,3,93,1,2,60,30,23,16,10,1,2,1,2,74,47,25,14,10,7,11,16,2160,26,1455
Hard,32,20190211,W,60.86956522,69,42,26.08695652,18,,Fernando Verdasco,L,,,Matthew Ebden,R,7-5 6-4,3,86,3,0,61,35,27,16,11,2,3,7,3,69,42,32,9,11,5,8,26,1455,45,1001
Hard,32,20190218,L,61.66666667,60,37,41.66666667,25,,Matthias Bachinger,R,5,,Fernando Verdasco,L,6-4 6-3,3,76,6,1,60,37,30,12,10,8,9,6,3,58,38,27,6,9,3,6,143,407,26,1455
Hard,32,20190218,W,67.03296703,91,61,50.54945055,46,5,Fernando Verdasco,L,,Q,Egor Gerasimov,R,4-6 6-3 7-5,3,131,15,6,117,79,55,16,16,7,9,12,5,91,61,45,14,15,6,9,26,1455,161,346
Hard,32,20190225,L,70.51282051,78,55,26.92307692,21,2,Roger Federer,R,,,Fernando Verdasco,L,6-3 3-6 6-3,3,94,10,2,78,55,43,15,14,2,3,3,4,70,46,38,11,13,2,4,7,4100,32,1200
Hard,32,20190225,W,77.64705882,85,66,35.29411765,30,,Fernando Verdasco,L,,Q,Thomas Fabbiano,R,3-6 6-3 6-2,3,118,13,5,79,54,42,7,13,5,8,2,1,85,66,40,8,13,9,14,32,1200,85,653
Clay,32,20190408,L,54.63917526,97,53,53.60824742,52,,Adrian Menendez Maceiras,R,6,,Fernando Verdasco,L,5-7 6-2 6-2,3,151,7,5,97,53,42,20,14,3,5,7,7,114,65,42,20,14,17,22,139,408,38,1155
Clay,64,20190415,L,54.83870968,62,34,41.93548387,26,,Pierre Hugues Herbert,R,,,Fernando Verdasco,L,6-4 6-4,3,92,7,1,62,34,30,13,10,0,1,2,5,61,38,28,7,10,1,4,49,948,38,1155
Clay,64,20190422,L,71.42857143,98,70,47.95918367,47,13,Grigor Dimitrov,R,,,Fernando Verdasco,L,6-2 6-7(4) 6-3,3,139,6,5,98,70,46,16,14,7,9,3,7,105,68,44,14,15,9,15,43,1030,37,1155
Clay,64,20190422,W,44,50,22,44,22,,Fernando Verdasco,L,,WC,Feliciano Lopez,L,6-4 6-3,3,81,2,3,64,47,33,9,10,2,3,5,3,50,22,13,16,9,2,5,37,1155,93,630
Clay,64,20190506,L,75.40983607,61,46,37.70491803,23,8,Stefanos Tsitsipas,R,,,Fernando Verdasco,L,6-3 6-4,3,87,4,2,61,46,39,4,10,3,4,1,1,54,33,21,10,9,2,5,9,3190,38,1155
Clay,64,20190506,W,70.68965517,116,82,25,29,,Fernando Verdasco,L,11,,Karen Khachanov,R,6-7(4) 6-1 7-5,3,148,12,4,91,65,49,13,15,2,3,6,2,116,82,57,13,16,4,9,38,1155,13,2685
Clay,64,20190506,W,63.26530612,98,62,23.46938776,23,,Fernando Verdasco,L,,,Radu Albot,R,6-2 3-6 6-1,3,130,6,1,72,52,36,13,12,6,8,0,1,98,62,31,20,12,5,10,38,1155,44,1016
Clay,64,20190513,L,69.49152542,59,41,50.84745763,30,2,Rafael Nadal,L,,,Fernando Verdasco,L,6-4 6-0,3,98,2,1,59,41,31,7,8,8,9,0,5,52,34,18,4,8,3,8,2,7945,38,1200
Clay,64,20190513,W,62.35294118,85,53,25.88235294,22,,Fernando Verdasco,L,11,,Karen Khachanov,R,7-5 3-6 6-3,3,129,6,2,81,54,40,19,15,2,3,4,3,85,53,35,22,15,1,3,38,1200,13,2720
Clay,64,20190513,W,63.10679612,103,65,35.9223301,37,,Fernando Verdasco,L,5,,Dominic Thiem,R,4-6 6-4 7-5,3,163,6,4,102,65,45,20,16,8,11,5,2,103,65,43,21,16,13,17,38,1200,4,4845
Clay,64,20190513,W,60.36036036,111,67,27.02702703,30,,Fernando Verdasco,L,,,Kyle Edmund,R,4-6 6-4 6-2,3,143,5,3,82,51,37,15,14,1,4,4,4,111,67,45,16,14,11,16,38,1200,27,1405
Clay,128,20190527,W,60.30534351,131,79,37.40458015,49,23,Fernando Verdasco,L,,,Daniel Evans,R,6-3 6-7(7) 6-3 6-2,5,205,3,3,136,95,64,23,19,12,15,5,7,131,79,53,20,19,14,21,27,1370,80,678
Clay,128,20190527,L,68.27586207,145,99,38.62068966,56,,Antoine Hoang,R,23,,Fernando Verdasco,L,6-4 3-6 7-6(5) 7-5,5,226,5,4,145,99,69,20,22,10,14,9,7,149,101,72,21,21,12,17,146,388,27,1370
Grass,32,20190610,L,59.09090909,88,52,31.81818182,28,,Adrian Mannarino,L,4,,Fernando Verdasco,L,1-6 6-3 6-4,3,102,1,4,88,52,30,21,13,8,12,5,2,71,48,32,11,13,0,4,44,1011,34,1235
Grass,32,20190617,L,67.27272727,55,37,47.27272727,26,4,Daniil Medvedev,R,,,Fernando Verdasco,L,6-2 6-4,3,70,6,1,55,37,29,11,9,3,3,7,6,59,29,22,11,9,4,7,13,2625,37,1210
Grass,32,20190624,L,69.09090909,55,38,65.45454545,36,,Sam Querrey,R,5,,Fernando Verdasco,L,7-6(4) 6-2,3,96,7,0,55,38,36,9,10,0,0,17,6,87,41,28,23,10,9,11,79,680,36,1210
Grass,32,20190624,W,56.14035088,114,64,21.92982456,25,5,Fernando Verdasco,L,,LL,Juan Ignacio Londero,R,6-7(4) 6-3 7-6(2),3,145,13,5,96,64,52,19,16,2,2,8,4,114,64,45,29,17,5,7,36,1210,62,854
Grass,32,20190624,W,59.30232558,86,51,51.1627907,44,5,Fernando Verdasco,L,,,John Millman,R,6-7(3) 6-4 6-1,3,152,12,4,116,70,48,24,15,11,12,4,2,86,51,35,21,14,7,11,36,1210,58,875
Grass,128,20190701,W,59.5505618,89,53,22.47191011,20,,Fernando Verdasco,L,,,Kamil Majchrzak,R,6-4 6-4 6-4,5,108,12,4,81,41,36,25,15,2,3,5,3,89,53,38,19,15,9,13,37,1235,108,523
Grass,128,20190701,W,66.4516129,155,103,30.32258065,47,,Fernando Verdasco,L,30,,Kyle Edmund,R,4-6 4-6 7-6(3) 6-3 6-4,5,223,16,10,146,93,72,27,27,2,8,5,4,155,103,76,19,25,7,13,37,1235,30,1325
Grass,128,20190701,W,59,100,59,36,36,,Fernando Verdasco,L,,,Thomas Fabbiano,R,6-4 7-6(1) 6-4,5,139,12,6,108,70,54,18,16,10,12,2,4,100,59,36,23,17,6,10,37,1235,89,639
Grass,128,20190701,L,64.40677966,118,76,43.22033898,51,21,David Goffin,R,,,Fernando Verdasco,L,7-6(9) 2-6 6-3 6-4,5,179,8,3,118,76,60,20,20,2,5,18,6,137,88,63,23,20,10,13,23,1510,37,1235
Clay,32,20190715,L,62.82051282,78,49,34.61538462,27,,Albert Ramos,L,2,,Fernando Verdasco,L,6-2 6-4,3,106,2,3,78,49,35,14,9,8,9,2,4,57,33,20,10,9,10,14,99,569,26,1405
Clay,32,20190722,L,71.64179104,67,48,40.29850746,27,,Albert Ramos,L,2,,Fernando Verdasco,L,6-4 7-6(4),3,102,4,0,67,48,34,14,11,1,2,1,2,74,47,33,14,11,3,5,85,639,30,1335
Clay,32,20190729,L,71.69811321,53,38,54.71698113,29,7,Lorenzo Sonego,R,3,,Fernando Verdasco,L,6-4 6-4,3,94,2,0,53,38,31,8,10,4,5,0,5,70,46,31,10,10,5,8,56,954,32,1310
Clay,32,20190729,W,61.42857143,70,43,38.57142857,27,3,Fernando Verdasco,L,,PR,Jozef Kovalik,R,6-4 7-6(7),3,109,2,1,76,45,35,14,11,3,5,0,6,70,43,33,8,11,1,4,32,1310,326,82
Hard,64,20190812,L,60,30,18,86.66666667,26,,Benoit Paire,R,,,Fernando Verdasco,L,6-4 0-0 RET,3,48,4,3,30,18,16,7,5,0,0,3,3,57,34,18,13,5,8,9,29,1403,33,1310
Hard,128,20190826,W,46.36363636,110,51,26.36363636,29,32,Fernando Verdasco,L,,,Tobias Kamke,R,6-3 3-6 6-1 6-2,5,142,12,7,98,67,55,14,17,4,6,0,8,110,51,34,26,16,9,15,34,1310,231,201
Hard,128,20190826,L,63.82978723,141,90,37.58865248,53,,Hyeon Chung,R,32,,Fernando Verdasco,L,1-6 2-6 7-5 6-3 7-6(3),5,202,8,9,141,90,66,22,25,6,12,10,6,151,99,68,30,24,8,12,170,313,34,1310
Hard,32,20190916,L,67.90123457,81,55,30.86419753,25,,Filip Krajinovic,R,5,,Fernando Verdasco,L,3-6 6-4 6-3,3,111,4,1,81,55,45,12,14,3,4,9,1,79,54,43,11,14,0,2,49,1018,35,1265
Hard,32,20190916,W,50,50,25,28,14,5,Fernando Verdasco,L,,PR,Steve Darcis,R,6-2 6-2,3,68,3,2,49,37,26,9,8,1,1,1,2,50,25,17,9,8,6,10,35,1265,182,276
Hard,32,20190923,L,62.79069767,86,54,26.74418605,23,,Christian Garin,R,,,Fernando Verdasco,L,6-3 3-6 6-3,3,110,8,1,86,54,37,22,14,0,1,6,4,75,47,34,18,13,7,9,33,1297,35,1265
Hard,32,20190923,W,70.90909091,55,39,34.54545455,19,,Fernando Verdasco,L,,Q,Alexei Popyrin,R,6-2 7-5,3,74,7,1,62,45,33,10,10,5,6,6,3,55,39,25,6,10,4,8,35,1265,90,592
Hard,32,20190930,L,71,100,71,37,37,,Diego Schwartzman,R,,,Fernando Verdasco,L,6-4 3-6 6-3,3,128,2,3,100,71,46,16,14,11,14,12,3,88,49,31,20,14,7,11,16,1995,38,1195
Hard,64,20191007,L,56.69291339,127,72,30.70866142,39,,Taylor Fritz,R,,,Fernando Verdasco,L,7-6(2) 6-7(5) 6-4,3,159,8,2,127,72,54,28,17,8,10,8,4,108,59,45,24,17,3,6,29,1385,41,1170
Hard,32,20191021,L,71.18644068,59,42,49.15254237,29,1,Dominic Thiem,R,,,Fernando Verdasco,L,3-6 6-3 6-2,3,107,3,2,59,42,38,13,13,3,4,5,2,78,46,33,16,13,3,6,5,5085,40,1160
Hard,32,20191021,W,53.22580645,62,33,33.87096774,21,,Fernando Verdasco,L,,,Nikoloz Basilashvili,R,4-6 6-2 6-1,3,98,6,0,76,51,40,15,13,3,4,4,4,62,33,24,13,12,1,5,40,1160,26,1485
Hard,64,20191028,L,78.94736842,38,30,60.52631579,23,6,Alexander Zverev,R,,,Fernando Verdasco,L,6-1 6-3,3,56,9,1,38,30,26,7,8,2,2,3,3,50,29,17,10,8,3,7,6,4335,49,1025
Hard,64,20191028,W,74.41860465,86,64,31.39534884,27,,Fernando Verdasco,L,,,Borna Coric,R,3-6 6-4 6-3,3,118,13,2,81,48,39,15,14,3,6,8,1,86,64,43,10,14,4,8,49,1025,25,1495
